user_id,plan_type,monthly_revenue,churn_probability,risk_level,segment,recommendation
3914,Professional,2999,0.4043333333333331,Low,Normal Users,No Action Needed
3915,Starter,999,0.3521190476190475,Low,Normal Users,No Action Needed
3916,Professional,2999,0.7731666666666667,Medium,At-Risk Users,Provide Product Training
3917,Professional,2999,0.06,Low,At-Risk Users,No Action Needed
3918,Starter,999,0.2128896389558153,Low,At-Risk Users,No Action Needed
3919,Starter,999,0.0221904761904761,Low,Normal Users,No Action Needed
3920,Professional,2999,0.2,Low,At-Risk Users,No Action Needed
3921,Professional,2999,0.0825,Low,At-Risk Users,No Action Needed
3922,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3923,Professional,2999,0.236626984126984,Low,At-Risk Users,No Action Needed
3924,Starter,999,0.6323928571428571,Medium,Normal Users,Email Engagement Campaign
3925,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3926,Professional,2999,0.02,Low,At-Risk Users,No Action Needed
3927,Starter,999,0.02,Low,At-Risk Users,No Action Needed
3928,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3929,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3930,Starter,999,0.75,Medium,At-Risk Users,Provide Product Training
3931,Starter,999,0.0431428571428571,Low,At-Risk Users,No Action Needed
3932,Professional,2999,0.2246785714285714,Low,At-Risk Users,No Action Needed
3933,Professional,2999,0.7733333333333333,Medium,At-Risk Users,Provide Product Training
3934,Starter,999,0.2193542568542567,Low,At-Risk Users,No Action Needed
3935,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3936,Professional,2999,0.61,Medium,Normal Users,Email Engagement Campaign
3937,Starter,999,0.2,Low,Normal Users,No Action Needed
3938,Starter,999,0.4856904761904761,Low,At-Risk Users,No Action Needed
3939,Starter,999,0.0025,Low,At-Risk Users,No Action Needed
3940,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3941,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
3942,Professional,2999,0.61,Medium,Normal Users,Email Engagement Campaign
3943,Starter,999,0.3356666666666666,Low,Normal Users,No Action Needed
3944,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3945,Starter,999,0.4495155122655124,Low,At-Risk Users,No Action Needed
3946,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3947,Professional,2999,0.0,Low,Normal Users,No Action Needed
3948,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3949,Starter,999,0.3281190476190476,Low,At-Risk Users,No Action Needed
3950,Starter,999,0.02,Low,Normal Users,No Action Needed
3951,Starter,999,0.0898333333333333,Low,Normal Users,No Action Needed
3952,Starter,999,0.0275,Low,Normal Users,No Action Needed
3953,Starter,999,0.1704246031746031,Low,Normal Users,No Action Needed
3954,Professional,2999,0.054047619047619,Low,At-Risk Users,No Action Needed
3955,Starter,999,0.3328333333333332,Low,At-Risk Users,No Action Needed
3956,Professional,2999,0.0166666666666666,Low,At-Risk Users,No Action Needed
3957,Professional,2999,0.0438690476190476,Low,At-Risk Users,No Action Needed
3958,Starter,999,0.07,Low,At-Risk Users,No Action Needed
3959,Starter,999,0.06,Low,Normal Users,No Action Needed
3960,Starter,999,0.4552460317460318,Low,At-Risk Users,No Action Needed
3961,Starter,999,0.06,Low,Normal Users,No Action Needed
3962,Professional,2999,0.2859801587301586,Low,At-Risk Users,No Action Needed
3963,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3964,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3965,Professional,2999,0.02,Low,At-Risk Users,No Action Needed
3966,Starter,999,0.4612460317460317,Low,At-Risk Users,No Action Needed
3967,Starter,999,0.4181904761904761,Low,Normal Users,No Action Needed
3968,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3969,Starter,999,0.0072222222222222,Low,At-Risk Users,No Action Needed
3970,Starter,999,0.2836388888888888,Low,At-Risk Users,No Action Needed
3971,Starter,999,0.7,Medium,At-Risk Users,Provide Product Training
3972,Starter,999,0.0,Low,At-Risk Users,No Action Needed
3973,Starter,999,0.3327554112554112,Low,At-Risk Users,No Action Needed
3974,Professional,2999,0.4457142857142857,Low,At-Risk Users,No Action Needed
3975,Professional,2999,0.62,Medium,Normal Users,Email Engagement Campaign
3976,Professional,2999,0.12,Low,Normal Users,No Action Needed
3977,Professional,2999,0.3006111111111111,Low,At-Risk Users,No Action Needed
3978,Starter,999,0.455,Low,At-Risk Users,No Action Needed
3979,Starter,999,0.0,Low,Normal Users,No Action Needed
3980,Starter,999,0.6479999999999998,Medium,At-Risk Users,Provide Product Training
3981,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3982,Starter,999,0.1337400099900099,Low,Normal Users,No Action Needed
3983,Starter,999,0.77,Medium,Normal Users,Email Engagement Campaign
3984,Professional,2999,0.07,Low,Normal Users,No Action Needed
3985,Professional,2999,0.5403571428571429,Medium,At-Risk Users,Provide Product Training
3986,Starter,999,0.01,Low,At-Risk Users,No Action Needed
3987,Starter,999,0.0033333333333333,Low,At-Risk Users,No Action Needed
3988,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
3989,Starter,999,0.5249574314574313,Medium,At-Risk Users,Provide Product Training
3990,Starter,999,0.1316939226718301,Low,At-Risk Users,No Action Needed
3991,Starter,999,0.3875753968253967,Low,Normal Users,No Action Needed
3992,Professional,2999,0.3081190476190475,Low,At-Risk Users,No Action Needed
3993,Professional,2999,0.5723174603174603,Medium,At-Risk Users,Provide Product Training
3994,Starter,999,0.0,Low,Normal Users,No Action Needed
3995,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3996,Professional,2999,0.6711666666666665,Medium,At-Risk Users,Provide Product Training
3997,Starter,999,0.309095238095238,Low,At-Risk Users,No Action Needed
3998,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
3999,Starter,999,0.3407777777777777,Low,At-Risk Users,No Action Needed
4000,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4001,Starter,999,0.2221309523809523,Low,At-Risk Users,No Action Needed
4002,Professional,2999,0.0,Low,Normal Users,No Action Needed
4003,Professional,2999,0.00125,Low,At-Risk Users,No Action Needed
4004,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
4005,Starter,999,0.0961547619047619,Low,At-Risk Users,No Action Needed
4006,Professional,2999,0.0723095238095238,Low,At-Risk Users,No Action Needed
4007,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4008,Starter,999,0.4181904761904761,Low,Normal Users,No Action Needed
4009,Starter,999,0.94,High,Normal Users,Offer 20% Discount
4010,Starter,999,0.4876695526695525,Low,At-Risk Users,No Action Needed
4011,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4012,Starter,999,0.0373333333333333,Low,At-Risk Users,No Action Needed
4013,Professional,2999,0.5007128427128426,Medium,At-Risk Users,Provide Product Training
4014,Starter,999,0.7173798701298699,Medium,At-Risk Users,Provide Product Training
4015,Starter,999,0.0066666666666666,Low,Normal Users,No Action Needed
4016,Starter,999,0.5363134920634921,Medium,At-Risk Users,Provide Product Training
4017,Starter,999,0.2339484126984126,Low,At-Risk Users,No Action Needed
4018,Professional,2999,0.5007128427128426,Medium,At-Risk Users,Provide Product Training
4019,Professional,2999,0.0025,Low,At-Risk Users,No Action Needed
4020,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4021,Starter,999,0.38375,Low,At-Risk Users,No Action Needed
4022,Starter,999,0.2184404761904762,Low,At-Risk Users,No Action Needed
4023,Professional,2999,0.2964047619047619,Low,Normal Users,No Action Needed
4024,Professional,2999,0.19,Low,Normal Users,No Action Needed
4025,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4026,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4027,Starter,999,0.3766130813630814,Low,At-Risk Users,No Action Needed
4028,Starter,999,0.3326666666666666,Low,At-Risk Users,No Action Needed
4029,Starter,999,0.8137976190476189,High,At-Risk Users,Offer 20% Discount
4030,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4031,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4032,Starter,999,0.3070158730158727,Low,At-Risk Users,No Action Needed
4033,Enterprise,9999,0.03,Low,Power Users,Upsell Enterprise Plan
4034,Professional,2999,0.5723174603174603,Medium,At-Risk Users,Provide Product Training
4035,Starter,999,0.4872857142857142,Low,Normal Users,No Action Needed
4036,Enterprise,9999,0.12,Low,Power Users,Upsell Enterprise Plan
4037,Starter,999,0.21167316017316,Low,Normal Users,No Action Needed
4038,Starter,999,0.3766130813630814,Low,At-Risk Users,No Action Needed
4039,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4040,Starter,999,0.5311266233766233,Medium,At-Risk Users,Provide Product Training
4041,Starter,999,0.01,Low,Normal Users,No Action Needed
4042,Starter,999,0.377254329004329,Low,At-Risk Users,No Action Needed
4043,Starter,999,0.4115,Low,Normal Users,No Action Needed
4044,Professional,2999,0.2166666666666666,Low,At-Risk Users,No Action Needed
4045,Starter,999,0.0227142857142857,Low,Normal Users,No Action Needed
4046,Starter,999,0.012,Low,At-Risk Users,No Action Needed
4047,Professional,2999,0.0,Low,Normal Users,No Action Needed
4048,Starter,999,0.938,High,At-Risk Users,Offer 20% Discount
4049,Starter,999,0.2583690476190475,Low,At-Risk Users,No Action Needed
4050,Starter,999,0.14,Low,At-Risk Users,No Action Needed
4051,Starter,999,0.7109920634920635,Medium,At-Risk Users,Provide Product Training
4052,Enterprise,9999,0.13,Low,Power Users,Upsell Enterprise Plan
4053,Professional,2999,0.62,Medium,At-Risk Users,Provide Product Training
4054,Starter,999,0.0141666666666666,Low,Normal Users,No Action Needed
4055,Professional,2999,0.3283690476190476,Low,At-Risk Users,No Action Needed
4056,Professional,2999,0.0,Low,Normal Users,No Action Needed
4057,Starter,999,0.56,Medium,At-Risk Users,Provide Product Training
4058,Enterprise,9999,0.4189523809523809,Low,Power Users,Upsell Enterprise Plan
4059,Starter,999,0.018,Low,Normal Users,No Action Needed
4060,Starter,999,0.0783333333333333,Low,At-Risk Users,No Action Needed
4061,Starter,999,0.2834365079365078,Low,Normal Users,No Action Needed
4062,Starter,999,0.3070158730158727,Low,At-Risk Users,No Action Needed
4063,Starter,999,0.3019166666666665,Low,Normal Users,No Action Needed
4064,Professional,2999,0.1133333333333333,Low,At-Risk Users,No Action Needed
4065,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4066,Starter,999,0.09,Low,Normal Users,No Action Needed
4067,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
4068,Starter,999,0.3263333333333332,Low,At-Risk Users,No Action Needed
4069,Starter,999,0.4980000000000001,Low,At-Risk Users,No Action Needed
4070,Professional,2999,0.07,Low,Normal Users,No Action Needed
4071,Starter,999,0.1680229378464672,Low,At-Risk Users,No Action Needed
4072,Starter,999,0.8361666666666666,High,At-Risk Users,Offer 20% Discount
4073,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4074,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4075,Starter,999,0.815,High,At-Risk Users,Offer 20% Discount
4076,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4077,Professional,2999,0.0275,Low,At-Risk Users,No Action Needed
4078,Professional,2999,0.01,Low,Normal Users,No Action Needed
4079,Starter,999,0.3123772893772893,Low,At-Risk Users,No Action Needed
4080,Starter,999,0.4123650793650792,Low,Normal Users,No Action Needed
4081,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4082,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4083,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4084,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4085,Starter,999,0.02,Low,Normal Users,No Action Needed
4086,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4087,Starter,999,0.012,Low,Normal Users,No Action Needed
4088,Enterprise,9999,0.2,Low,Power Users,Upsell Enterprise Plan
4089,Starter,999,0.1956388888888888,Low,At-Risk Users,No Action Needed
4090,Starter,999,0.8136933621933621,High,At-Risk Users,Offer 20% Discount
4091,Starter,999,0.1797023809523809,Low,At-Risk Users,No Action Needed
4092,Starter,999,0.1857857142857142,Low,Normal Users,No Action Needed
4093,Professional,2999,0.4698333333333335,Low,At-Risk Users,No Action Needed
4094,Starter,999,0.378452380952381,Low,At-Risk Users,No Action Needed
4095,Starter,999,0.6277619047619047,Medium,At-Risk Users,Provide Product Training
4096,Starter,999,0.0866666666666666,Low,Normal Users,No Action Needed
4097,Professional,2999,0.0,Low,Normal Users,No Action Needed
4098,Professional,2999,0.2338214285714285,Low,At-Risk Users,No Action Needed
4099,Starter,999,0.4611666666666666,Low,At-Risk Users,No Action Needed
4100,Professional,2999,0.0566666666666666,Low,At-Risk Users,No Action Needed
4101,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4102,Starter,999,0.0,Low,Normal Users,No Action Needed
4103,Starter,999,0.3757142857142856,Low,At-Risk Users,No Action Needed
4104,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4105,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
4106,Starter,999,0.312,Low,At-Risk Users,No Action Needed
4107,Starter,999,0.4726190476190476,Low,Normal Users,No Action Needed
4108,Starter,999,0.5040689033189033,Medium,Normal Users,Email Engagement Campaign
4109,Professional,2999,0.3757142857142858,Low,Normal Users,No Action Needed
4110,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4111,Starter,999,0.012,Low,Normal Users,No Action Needed
4112,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4113,Starter,999,0.4731666666666666,Low,At-Risk Users,No Action Needed
4114,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4115,Starter,999,0.5099999999999999,Medium,At-Risk Users,Provide Product Training
4116,Enterprise,9999,0.0366666666666666,Low,Power Users,Upsell Enterprise Plan
4117,Starter,999,0.2834365079365078,Low,Normal Users,No Action Needed
4118,Starter,999,0.94,High,Normal Users,Offer 20% Discount
4119,Professional,2999,0.1,Low,At-Risk Users,No Action Needed
4120,Starter,999,0.03,Low,Normal Users,No Action Needed
4121,Starter,999,0.02,Low,At-Risk Users,No Action Needed
4122,Professional,2999,0.02,Low,Normal Users,No Action Needed
4123,Professional,2999,0.2547380952380952,Low,Normal Users,No Action Needed
4124,Starter,999,0.4643333333333334,Low,Normal Users,No Action Needed
4125,Starter,999,0.2105277777777777,Low,At-Risk Users,No Action Needed
4126,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4127,Starter,999,0.03,Low,At-Risk Users,No Action Needed
4128,Starter,999,0.953,High,At-Risk Users,Offer 20% Discount
4129,Starter,999,0.3984999999999999,Low,At-Risk Users,No Action Needed
4130,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4131,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4132,Starter,999,0.1658333333333332,Low,At-Risk Users,No Action Needed
4133,Professional,2999,0.0148333333333333,Low,At-Risk Users,No Action Needed
4134,Starter,999,0.0325,Low,Normal Users,No Action Needed
4135,Professional,2999,0.04,Low,At-Risk Users,No Action Needed
4136,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
4137,Starter,999,0.6239404761904761,Medium,At-Risk Users,Provide Product Training
4138,Starter,999,0.5628840048840048,Medium,At-Risk Users,Provide Product Training
4139,Starter,999,0.4495155122655124,Low,At-Risk Users,No Action Needed
4140,Professional,2999,0.57,Medium,Normal Users,Email Engagement Campaign
4141,Starter,999,0.3234166666666665,Low,At-Risk Users,No Action Needed
4142,Starter,999,0.5068214285714288,Medium,At-Risk Users,Provide Product Training
4143,Starter,999,0.6611190476190474,Medium,At-Risk Users,Provide Product Training
4144,Starter,999,0.6236190476190474,Medium,At-Risk Users,Provide Product Training
4145,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4146,Starter,999,0.1445,Low,Normal Users,No Action Needed
4147,Starter,999,0.4161691919191919,Low,At-Risk Users,No Action Needed
4148,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
4149,Starter,999,0.3764523809523809,Low,At-Risk Users,No Action Needed
4150,Professional,2999,0.5128333333333334,Medium,At-Risk Users,Provide Product Training
4151,Starter,999,0.6480714285714286,Medium,Normal Users,Email Engagement Campaign
4152,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4153,Professional,2999,0.07,Low,Normal Users,No Action Needed
4154,Professional,2999,0.3,Low,Normal Users,No Action Needed
4155,Starter,999,0.447544733044733,Low,Normal Users,No Action Needed
4156,Starter,999,0.0,Low,Normal Users,No Action Needed
4157,Starter,999,0.4649325396825398,Low,At-Risk Users,No Action Needed
4158,Starter,999,0.0,Low,Normal Users,No Action Needed
4159,Professional,2999,0.2315714285714284,Low,At-Risk Users,No Action Needed
4160,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4161,Starter,999,0.4486880896880894,Low,At-Risk Users,No Action Needed
4162,Professional,2999,0.005,Low,At-Risk Users,No Action Needed
4163,Starter,999,0.0,Low,Normal Users,No Action Needed
4164,Starter,999,0.11,Low,At-Risk Users,No Action Needed
4165,Starter,999,0.2158055555555555,Low,At-Risk Users,No Action Needed
4166,Starter,999,0.01,Low,Normal Users,No Action Needed
4167,Starter,999,0.377254329004329,Low,At-Risk Users,No Action Needed
4168,Starter,999,0.0,Low,Normal Users,No Action Needed
4169,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4170,Professional,2999,0.0773571428571428,Low,At-Risk Users,No Action Needed
4171,Starter,999,0.7193333333333334,Medium,Normal Users,Email Engagement Campaign
4172,Starter,999,0.3924999999999999,Low,At-Risk Users,No Action Needed
4173,Professional,2999,0.14,Low,At-Risk Users,No Action Needed
4174,Starter,999,0.1775,Low,Normal Users,No Action Needed
4175,Professional,2999,0.02,Low,At-Risk Users,No Action Needed
4176,Starter,999,0.3003333333333333,Low,At-Risk Users,No Action Needed
4177,Starter,999,0.2839764402264401,Low,At-Risk Users,No Action Needed
4178,Starter,999,0.2583690476190475,Low,At-Risk Users,No Action Needed
4179,Starter,999,0.4828015873015872,Low,At-Risk Users,No Action Needed
4180,Starter,999,0.0133571428571428,Low,At-Risk Users,No Action Needed
4181,Starter,999,0.447544733044733,Low,Normal Users,No Action Needed
4182,Professional,2999,0.0,Low,Normal Users,No Action Needed
4183,Starter,999,0.3510357142857143,Low,At-Risk Users,No Action Needed
4184,Starter,999,0.5353333333333333,Medium,At-Risk Users,Provide Product Training
4185,Professional,2999,0.3006111111111111,Low,At-Risk Users,No Action Needed
4186,Starter,999,0.6440714285714284,Medium,At-Risk Users,Provide Product Training
4187,Starter,999,0.4764999999999999,Low,At-Risk Users,No Action Needed
4188,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4189,Starter,999,0.7423333333333333,Medium,At-Risk Users,Provide Product Training
4190,Starter,999,0.077,Low,At-Risk Users,No Action Needed
4191,Starter,999,0.0533333333333333,Low,At-Risk Users,No Action Needed
4192,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4193,Starter,999,0.4781388888888889,Low,At-Risk Users,No Action Needed
4194,Starter,999,0.03,Low,At-Risk Users,No Action Needed
4195,Starter,999,0.7221587301587301,Medium,At-Risk Users,Provide Product Training
4196,Professional,2999,0.05,Low,Normal Users,No Action Needed
4197,Starter,999,0.1238291985791985,Low,At-Risk Users,No Action Needed
4198,Enterprise,9999,0.015,Low,Power Users,Upsell Enterprise Plan
4199,Starter,999,0.3203571428571428,Low,At-Risk Users,No Action Needed
4200,Starter,999,0.7021666666666667,Medium,At-Risk Users,Provide Product Training
4201,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4202,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4203,Professional,2999,0.0066666666666666,Low,At-Risk Users,No Action Needed
4204,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4205,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4206,Starter,999,0.0554285714285714,Low,At-Risk Users,No Action Needed
4207,Starter,999,0.1362052392052391,Low,At-Risk Users,No Action Needed
4208,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4209,Enterprise,9999,0.4871666666666667,Low,Power Users,Upsell Enterprise Plan
4210,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4211,Professional,2999,0.03,Low,At-Risk Users,No Action Needed
4212,Professional,2999,0.56,Medium,Normal Users,Email Engagement Campaign
4213,Professional,2999,0.5128333333333334,Medium,At-Risk Users,Provide Product Training
4214,Starter,999,0.3620457875457875,Low,At-Risk Users,No Action Needed
4215,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4216,Professional,2999,0.3839523809523809,Low,Normal Users,No Action Needed
4217,Starter,999,0.6332460317460317,Medium,Normal Users,Email Engagement Campaign
4218,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4219,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4220,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4221,Starter,999,0.8804285714285714,High,Normal Users,Offer 20% Discount
4222,Starter,999,0.01,Low,At-Risk Users,No Action Needed
4223,Professional,2999,0.5960357142857142,Medium,Normal Users,Email Engagement Campaign
4224,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4225,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
4226,Starter,999,0.4828015873015872,Low,At-Risk Users,No Action Needed
4227,Starter,999,0.1666666666666666,Low,Normal Users,No Action Needed
4228,Enterprise,9999,0.01,Low,Power Users,Upsell Enterprise Plan
4229,Professional,2999,0.5444523809523809,Medium,Normal Users,Email Engagement Campaign
4230,Starter,999,0.3735,Low,At-Risk Users,No Action Needed
4231,Starter,999,0.4161691919191919,Low,At-Risk Users,No Action Needed
4232,Professional,2999,0.4066190476190476,Low,Normal Users,No Action Needed
4233,Enterprise,9999,0.02,Low,Power Users,Upsell Enterprise Plan
4234,Professional,2999,0.035,Low,At-Risk Users,No Action Needed
4235,Starter,999,0.2427709235209235,Low,At-Risk Users,No Action Needed
4236,Starter,999,0.0025,Low,At-Risk Users,No Action Needed
4237,Starter,999,0.345547619047619,Low,At-Risk Users,No Action Needed
4238,Starter,999,0.3412857142857142,Low,At-Risk Users,No Action Needed
4239,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4240,Starter,999,0.5021115551115554,Medium,At-Risk Users,Provide Product Training
4241,Enterprise,9999,0.1314761904761904,Low,Power Users,Upsell Enterprise Plan
4242,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4243,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4244,Professional,2999,0.0025,Low,At-Risk Users,No Action Needed
4245,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4246,Starter,999,0.3404285714285713,Low,At-Risk Users,No Action Needed
4247,Professional,2999,0.0,Low,Normal Users,No Action Needed
4248,Starter,999,0.3327554112554112,Low,At-Risk Users,No Action Needed
4249,Starter,999,0.3661904761904762,Low,At-Risk Users,No Action Needed
4250,Starter,999,0.6069246031746032,Medium,At-Risk Users,Provide Product Training
4251,Starter,999,0.5823023088023087,Medium,Normal Users,Email Engagement Campaign
4252,Starter,999,0.01,Low,Normal Users,No Action Needed
4253,Starter,999,0.2043660130718952,Low,At-Risk Users,No Action Needed
4254,Professional,2999,0.01,Low,Normal Users,No Action Needed
4255,Starter,999,0.1385,Low,At-Risk Users,No Action Needed
4256,Professional,2999,0.0258333333333333,Low,At-Risk Users,No Action Needed
4257,Professional,2999,0.1874523809523809,Low,Normal Users,No Action Needed
4258,Starter,999,0.23,Low,Normal Users,No Action Needed
4259,Professional,2999,0.3997857142857142,Low,At-Risk Users,No Action Needed
4260,Starter,999,0.02,Low,At-Risk Users,No Action Needed
4261,Professional,2999,0.0,Low,Normal Users,No Action Needed
4262,Professional,2999,0.01,Low,At-Risk Users,No Action Needed
4263,Professional,2999,0.4903452380952381,Low,At-Risk Users,No Action Needed
4264,Starter,999,0.6611190476190474,Medium,At-Risk Users,Provide Product Training
4265,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4266,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4267,Starter,999,0.18,Low,Normal Users,No Action Needed
4268,Starter,999,0.3217936703819056,Low,At-Risk Users,No Action Needed
4269,Professional,2999,0.2761547619047618,Low,At-Risk Users,No Action Needed
4270,Starter,999,0.1362052392052391,Low,At-Risk Users,No Action Needed
4271,Starter,999,0.2673333333333333,Low,Normal Users,No Action Needed
4272,Starter,999,0.2595,Low,At-Risk Users,No Action Needed
4273,Professional,2999,0.00125,Low,At-Risk Users,No Action Needed
4274,Starter,999,0.1337400099900099,Low,Normal Users,No Action Needed
4275,Starter,999,0.2842817460317459,Low,At-Risk Users,No Action Needed
4276,Starter,999,0.04,Low,At-Risk Users,No Action Needed
4277,Professional,2999,0.0301666666666666,Low,At-Risk Users,No Action Needed
4278,Professional,2999,0.03,Low,Normal Users,No Action Needed
4279,Starter,999,0.6323928571428571,Medium,Normal Users,Email Engagement Campaign
4280,Starter,999,0.01,Low,Normal Users,No Action Needed
4281,Starter,999,0.0766666666666666,Low,Normal Users,No Action Needed
4282,Starter,999,0.2128896389558153,Low,At-Risk Users,No Action Needed
4283,Professional,2999,0.0,Low,Normal Users,No Action Needed
4284,Starter,999,0.2307142857142856,Low,Normal Users,No Action Needed
4285,Starter,999,0.4357319624819624,Low,At-Risk Users,No Action Needed
4286,Starter,999,0.3019166666666665,Low,Normal Users,No Action Needed
4287,Starter,999,0.0783333333333333,Low,At-Risk Users,No Action Needed
4288,Starter,999,0.6786060606060605,Medium,Normal Users,Email Engagement Campaign
4289,Professional,2999,0.1962499999999999,Low,At-Risk Users,No Action Needed
4290,Professional,2999,0.4659642857142856,Low,Normal Users,No Action Needed
4291,Starter,999,0.1762720057720057,Low,At-Risk Users,No Action Needed
4292,Starter,999,0.2221309523809523,Low,At-Risk Users,No Action Needed
4293,Starter,999,0.3054761904761903,Low,At-Risk Users,No Action Needed
4294,Starter,999,0.3591031746031747,Low,Normal Users,No Action Needed
4295,Starter,999,0.3924007936507936,Low,At-Risk Users,No Action Needed
4296,Starter,999,0.3022420634920633,Low,At-Risk Users,No Action Needed
4297,Enterprise,9999,0.0,Low,Power Users,Upsell Enterprise Plan
4298,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4299,Professional,2999,0.0,Low,At-Risk Users,No Action Needed
4300,Enterprise,9999,0.13,Low,Power Users,Upsell Enterprise Plan
4301,Professional,2999,0.13,Low,Normal Users,No Action Needed
4302,Starter,999,0.67,Medium,Normal Users,Email Engagement Campaign
4303,Starter,999,0.03,Low,At-Risk Users,No Action Needed
4304,Starter,999,0.95,High,Normal Users,Offer 20% Discount
4305,Professional,2999,0.0148333333333333,Low,At-Risk Users,No Action Needed
4306,Enterprise,9999,0.04,Low,Power Users,Upsell Enterprise Plan
4307,Starter,999,0.7152380952380953,Medium,Normal Users,Email Engagement Campaign
4308,Enterprise,9999,0.26,Low,Power Users,Upsell Enterprise Plan
4309,Starter,999,0.0733333333333333,Low,At-Risk Users,No Action Needed
4310,Professional,2999,0.26,Low,Normal Users,No Action Needed
4311,Professional,2999,0.6191666666666666,Medium,At-Risk Users,Provide Product Training
4312,Professional,2999,0.0,Low,Normal Users,No Action Needed
4313,Starter,999,0.6425674603174604,Medium,At-Risk Users,Provide Product Training
4314,Starter,999,0.0725833333333333,Low,Normal Users,No Action Needed
4315,Starter,999,0.3509440836940837,Low,At-Risk Users,No Action Needed
4316,Starter,999,0.4801785714285713,Low,At-Risk Users,No Action Needed
4317,Starter,999,0.0,Low,At-Risk Users,No Action Needed
4318,Professional,2999,0.2246785714285714,Low,At-Risk Users,No Action Needed
